x y z dx dy dz magnitude
10.8753 23.5652 6.54746 2.36502 -2.29894 11.0187 11.5017
3.74015 6.25275 -3.30306 1.13407 -7.56801 8.55514 11.4783
2.72698 6.09983 21.3835 0.286692 -8.77929 -1.23925 8.87095
9.46157 14.7586 17.8758 2.77631 -5.41298 -10.0425 11.7413
3.09359 24.1225 6.61878 -6.74325 4.57116 -23.2887 24.6724
12.6934 19.6415 -3.62699 5.4806 -6.40184 8.05861 11.6603
26.5178 4.25389 6.02114 -6.71453 -1.6018 -10.0589 12.1997
7.86485 15.7558 20.347 9.66125 15.9526 19.5639 27.0291
29.6632 17.7241 28.3209 -8.61324 -9.07282 -13.5843 18.4672
-3.17345 -7.2341 2.04644 6.89271 13.0925 -0.161024 14.7969
43.8997 -5.32651 14.7326 -19.5873 9.85485 -4.72717 22.4305
13.8836 6.72053 22.8549 -2.81865 -0.973501 6.26402 6.93761
-3.8951 -4.82733 14.2754 34.1486 10.1737 -1.86641 35.6807
2.45986 22.0503 5.85176 -3.65996 22.9546 -9.46768 25.0987
4.44277 18.4349 12.6157 -36.9368 -8.07825 3.91546 38.012
28.0833 7.85669 44.1004 -5.07574 15.0672 -23.8781 28.6871
1.54494 -3.85016 5.61358 14.9433 10.066 -7.10089 19.3662
23.2856 20.2346 22.9361 -3.19191 3.86422 -0.284917 5.02013
13.6369 21.9988 7.55599 -4.76717 5.26466 11.0295 13.1184
27.3358 -6.98413 9.703 -31.1846 21.082 11.3198 39.3073
17.8829 17.8094 0.0283498 -9.3913 -8.95743 13.7831 18.9316
21.7703 18.2335 38.8761 -12.2892 -6.76735 -29.8681 32.9988
40.8026 9.13379 8.7692 -32.1924 4.3995 25.7877 41.4814
5.26949 12.0319 8.42426 -2.40166 -4.09943 -1.7442 5.06118
9.68201 32.0151 -1.44954 12.0517 -29.7314 7.02367 32.841
21.6738 -1.59813 16.8661 1.27727 3.47007 1.36373 3.94113
15.8418 18.35 6.0693 4.05959 -2.33153 0.0744741 4.68208
18.6073 15.2634 21.43 -37.1978 -3.80794 9.12977 38.4906
31.6212 8.30186 37.858 -9.24493 16.9736 -17.0647 25.7833
6.67381 9.57216 2.23255 23.0649 25.303 -4.1071 34.4833
8.50788 14.0526 9.06686 8.27955 2.60098 6.55066 10.8732
32.3299 26.8119 30.2229 -22.0504 -6.74744 -19.6387 30.2891
-2.20388 6.68662 23.3882 20.2135 -12.293 3.02921 23.8512
6.12817 22.733 25.6307 -2.26416 9.45452 0.0760274 9.72214
4.07734 16.5739 2.04925 -1.32965 -7.63024 -4.48051 8.94782
6.07378 23.7969 5.48547 7.98144 -14.2685 0.455619 16.3555
4.05192 -2.22205 9.86609 12.6411 18.4265 6.76008 23.3459
24.5907 32.105 30.0925 -25.2004 -11.5356 -20.5848 34.5234
4.77223 23.9485 31.9915 -3.8171 -17.664 -48.5261 51.782
17.1476 20.055 9.7835 -7.79964 29.772 36.0851 47.4272
9.49065 10.2423 9.94331 9.08428 -1.69587 3.4683 9.87063
7.03967 3.44945 9.81817 24.123 14.3741 3.82656 28.3403
23.5902 6.61253 24.0279 -3.54049 -3.34768 -0.200348 4.8767
27.3826 22.6017 -5.75224 -4.74936 1.45163 12.0428 13.0267
23.1546 -2.27845 9.0279 3.4992 7.43518 9.50765 12.5667
16.6842 1.06361 7.11238 -2.39621 -6.12048 11.1354 12.9305
13.6592 19.9501 16.8133 4.98137 3.67992 -10.0256 11.7843
-5.43529 1.33749 16.8192 7.65239 5.11371 -6.49448 11.2644
19.1715 18.567 23.7955 -9.84927 0.745594 2.16302 10.1115
33.5037 30.5687 13.3667 -15.1537 -18.5156 -4.00261 24.2587
1.94449 20.5603 9.64423 -7.57414 -8.12514 7.56809 13.441
27.7483 9.86754 -19.8497 -5.866 2.19675 23.933 24.7391
8.566 0.720163 8.07475 3.39697 2.67361 -1.17535 4.47985
6.86045 -0.0605666 8.97157 0.717914 4.01199 5.15833 6.57418
32.6535 -3.21681 -3.94434 -15.1044 10.8243 12.0242 22.1335
6.17805 7.84205 3.48937 -0.106482 -5.08449 3.11691 5.96477
27.6124 8.99817 7.77289 -5.20783 7.20435 38.1065 39.1296
22.227 7.69837 26.737 -5.64309 11.6915 -3.07733 13.3419
16.5253 19.5631 15.3314 -6.66911 -21.5328 -21.2137 30.9542
8.2477 8.25162 -0.926897 13.8936 13.2882 7.95178 20.8048
17.3144 23.5921 2.51978 -23.4959 -1.62855 -5.21971 24.1237
18.9331 13.53 17.0551 4.22196 -6.17266 -10.816 13.1496
30.2827 28.0753 9.36552 -17.2895 -5.67065 10.2417 20.88
17.2643 17.6987 12.1552 -8.36345 -4.64679 19.7811 21.9734
10.5093 20.3833 -2.1932 6.44784 25.4138 32.4474 41.7166
7.45794 6.64061 23.484 -17.0579 11.1497 -30.0863 36.3383
-3.53411 15.3942 19.9266 17.3966 -9.20749 -23.4044 30.5808
29.5057 -1.92803 8.34026 -10.7443 24.954 11.8914 29.6572
31.1352 -18.4113 14.1818 -36.6429 23.2803 -1.15151 43.4281
8.58027 19.7206 9.87765 -1.09548 4.0838 -3.02824 5.20074
0.480443 17.2424 31.7661 2.65015 -6.25065 -9.72416 11.8597
36.0895 6.37341 21.5483 -28.076 6.11524 -26.0994 38.818
11.2009 8.49759 10.0093 6.02156 4.9962 -2.45148 8.19945
26.9408 9.37812 31.9327 -0.902134 9.43062 -9.6415 13.517
43.9672 -5.74304 -0.0501628 -27.9314 13.9773 6.56805 31.9166
6.65372 16.8007 21.8683 2.19189 3.13724 -0.00633526 3.8271
11.0683 21.6628 18.6177 -0.491224 0.345188 -11.4581 11.4739
-15.0034 7.63933 16.8292 32.1058 18.8909 -10.7742 38.778
0.530143 7.87531 17.5927 -0.915831 -13.4185 -34.8069 37.3151
2.52296 18.3125 7.33845 3.97043 5.29049 -1.47206 6.77647
26.5604 9.29858 20.2311 -1.37101 9.48698 -3.20169 10.1061
20.8422 3.98623 1.318 0.564742 -22.2004 10.8314 24.7082
34.8261 36.3267 33.076 -10.7701 -18.2898 -9.16621 23.1199
-0.848306 7.01923 29.7579 6.55846 17.9546 -33.4893 38.5605
20.9289 8.72996 11.2291 10.7166 0.125828 2.05323 10.9122
29.7551 17.0339 45.7778 -25.9779 2.55882 -28.297 38.4983
18.2374 26.8315 5.18745 -2.23367 -3.87645 -8.79196 9.86482
-0.0201568 19.4765 17.4704 4.06081 -11.657 -18.0652 21.8798
23.7059 10.9041 6.34481 -0.515467 4.56203 -2.17761 5.08132
8.98404 5.68851 5.3412 -4.41511 2.67712 0.387529 5.17787
15.6522 18.4474 10.9576 -2.49532 0.998818 6.35815 6.90293
13.211 17.6637 4.89827 -15.4167 -10.1644 -7.45279 19.9132
10.2371 24.4017 5.34882 6.25736 0.509767 0.801168 6.329
17.8299 5.63728 15.5417 2.32252 -7.72512 0.745011 8.10103
18.0151 6.68558 23.4802 -0.336364 0.446072 -5.59063 5.61847
15.7793 15.346 18.6985 -7.93385 -6.62343 6.56896 12.2461
18.4462 30.8726 12.4487 2.00011 -7.70842 2.74989 8.42508
30.4379 26.4157 19.2551 -21.7733 -25.2667 -11.383 35.2428
19.1068 16.6016 14.1421 0.0137011 -4.256 -4.44604 6.15475
23.8021 6.4426 10.7932 4.7178 -0.89933 4.98764 6.92409
9.63726 15.0107 6.11062 8.74138 -2.78087 10.9583 14.2909
-8.92057 6.27979 -21.633 26.3681 17.5693 24.2496 39.8999
8.45907 4.85466 4.71455 -5.76738 1.93099 2.86806 6.72437
7.6676 15.9979 6.46444 -3.82709 4.58102 1.0239 6.05646
20.8829 21.6331 24.2103 0.848873 -23.0083 -29.4749 37.4016
-6.51366 -3.66752 28.7921 9.82005 9.93832 -16.9965 22.0019
4.71506 18.7267 10.8944 2.50677 -9.04439 0.329941 9.39116
24.0025 5.44999 5.78415 -8.06533 -7.80111 -10.0909 15.0908
25.1038 6.71527 29.6504 -2.09256 8.08912 -9.55395 12.6921
5.58099 12.4654 17.3172 -8.00216 -2.6084 2.23413 8.70802
15.9027 8.04607 11.1233 -2.89883 1.0242 7.86025 8.44013
69.1761 72.2364 12.0329 -99.3559 -91.9238 1.37823 135.364
31.9502 17.9073 10.8267 -10.0904 -10.0302 3.85149 14.7396
16.6357 3.0391 19.2969 4.64019 -5.04308 -8.92686 11.254
8.74173 4.96642 5.54543 -2.33676 3.4542 -2.20702 4.71836
18.9662 43.4289 -2.10283 -12.9114 -20.8201 4.25884 24.866
-17.5583 29.2791 28.5676 20.913 -3.99821 -9.25234 23.2152
11.0245 19.4064 29.9721 -4.59098 -15.1219 -12.2745 20.0103
16.9456 24.5542 7.42087 -9.52816 -13.4789 8.55036 18.5896
7.42248 22.4522 13.9066 14.8295 12.1279 -7.88802 20.7177
-4.50158 -5.0403 -0.469779 8.73322 37.8034 3.63053 38.9685
17.3596 41.068 -5.40033 -2.22748 -18.1876 9.49509 20.6375
-0.685537 -3.47686 6.58027 4.40315 9.27137 -5.58669 11.6858
3.39498 15.3238 30.3002 -7.34855 -2.74879 -22.9189 24.2246
0.953921 5.43645 4.2219 1.67667 -7.68388 -12.7742 15.0011
12.9845 4.50724 -18.0687 11.9873 0.749622 22.7468 25.7231
23.4913 6.71965 34.8088 -28.7621 1.46023 -23.1893 36.9748
21.887 25.4343 8.95027 8.76502 -4.89629 4.28995 10.918
17.2973 30.6797 25.1379 -7.77576 -36.0806 2.95216 37.0268
16.428 17.2765 -15.4435 -4.47817 -8.04805 33.2129 34.4663
18.3761 11.4926 21.0108 -10.1161 -3.06443 4.59267 11.5247
16.5361 7.01004 7.72639 4.1927 -0.956076 2.05477 4.76601
17.387 12.6517 7.87536 -10.4368 -9.1663 8.01924 16.0392
23.1112 15.2476 6.08242 9.25897 -6.36869 4.50298 12.1064
17.1465 20.8716 25.8278 -10.5235 -4.76719 5.72316 12.8928
5.30997 3.8255 14.1825 -51.3357 -6.44414 -3.48957 51.8561
25.9803 20.6621 4.31166 17.2439 6.22549 -11.3413 21.5576
18.2861 14.2083 17.0271 -9.67716 -27.5212 -21.838 36.4412
11.6338 16.4826 6.82484 3.13787 -6.74192 0.515854 7.45425
32.9531 13.7237 -3.55654 -11.9832 -11.9824 7.90764 18.7004
4.32401 21.5345 13.7435 -7.6151 1.05373 -3.29803 8.36523
19.3013 11.1851 29.9308 -3.20752 5.33865 -9.70693 11.5332
8.87921 21.9939 25.4081 -0.860737 0.211137 1.77005 1.97952
2.49064 15.5036 20.5951 -6.29361 3.372 -5.68228 9.12514
20.2422 24.3526 6.23456 -11.0733 -3.83459 7.44218 13.8819
6.85742 -2.48202 16.3806 3.07507 4.9176 -9.56472 11.1858
3.39744 19.4162 16.892 -5.51785 -10.0658 -20.3963 23.4047
15.655 18.8989 32.6152 0.989057 -9.70368 -21.4706 23.5824
15.1533 5.28916 29.26 -4.08295 -9.65176 -6.17368 12.1631
29.2793 22.3939 15.815 -16.4793 8.28265 -8.07766 20.135
22.8892 23.3242 32.468 -2.96208 0.616066 -9.88845 10.3409
7.72303 23.5292 6.7215 -0.185914 -8.06395 -1.49224 8.20297
13.3097 8.7643 7.55911 -20.6962 12.446 14.5856 28.2131
-4.8639 0.970228 21.2948 8.68368 7.27991 6.25433 12.943
32.6696 29.6813 14.214 -25.9762 -32.0041 2.0049 41.268
-0.584133 -4.36197 7.98776 12.5862 8.80038 10.4965 18.602
19.3265 3.45388 16.0467 -4.14015 1.94957 2.10814 5.03844
19.4922 3.20975 21.0679 9.1593 4.31299 7.7508 12.7503
38.3308 31.5237 -8.0782 -50.7579 -13.6532 13.0526 54.1585
6.12318 3.11773 2.84462 -3.60852 -7.49016 3.03179 8.84961
-5.61858 14.4348 17.0059 49.1852 -2.14192 -8.6078 49.9786
20.284 27.1607 -3.59612 7.17768 -5.171 21.7446 23.4752
8.84665 7.91349 0.0524213 7.18956 10.7428 15.1415 19.9088
20.0358 3.21374 7.68206 -12.639 -0.737871 0.358403 12.6656
19.2137 28.9377 -2.23063 -1.02338 -5.08665 4.45927 6.84152
3.78501 9.28114 19.4552 -0.0788719 -3.07697 -1.33375 3.35452
-17.4982 13.0042 5.28397 76.1638 1.55362 -8.64449 76.6686
0.936375 17.1946 4.74842 -8.65575 -27.8305 -10.7752 31.0735
17.5907 1.42 -18.4765 -8.68429 -3.52913 63.5549 64.2425
25.1832 8.1494 18.3844 -2.92416 -1.10485 -2.67955 4.11721
28.029 31.0594 9.58847 -16.9944 -14.0278 7.04833 23.1359
7.6405 17.1261 24.8162 5.8506 -7.72133 -4.93282 10.8711
9.31386 -6.39282 17.3775 11.7614 15.0782 -12.1623 22.6628
8.25862 6.64837 16.1377 7.55776 -39.0525 -8.21346 40.6162
22.8346 6.0609 1.07808 2.12663 -9.57625 -7.06968 12.0916
22.8054 18.8155 20.3642 -20.0034 15.8913 -13.4539 28.8735
10.2899 19.742 18.0066 -5.58781 -0.683809 3.72854 6.75227
3.76522 20.0551 22.4225 2.18292 0.67324 1.54849 2.75975
8.47936 6.38617 3.07562 -0.0534677 0.173388 -0.195907 0.267023
25.8244 -6.26085 43.0838 -4.7316 20.1083 -34.4219 40.1447
-16.5526 6.05593 25.3175 20.0698 10.5785 -2.06661 22.781
21.7952 4.85871 7.53201 0.563845 -0.759789 -13.9155 13.9476
27.9079 7.9043 30.1708 -17.2594 7.74054 -12.5955 22.7255
2.7398 6.20186 10.9964 -3.31817 -11.2041 19.9204 23.0947
14.2827 30.8853 22.3154 -34.232 -31.5037 7.58191 47.1359
19.6457 15.6436 15.6296 0.953957 -3.15383 -6.39416 7.19319
9.76657 32.1914 24.9817 5.2675 -11.6795 -2.13945 12.9898
15.7536 20.4794 2.24875 -6.18897 -0.732893 -4.51229 7.69424
27.8342 31.2654 9.43713 -2.62857 -8.96293 8.23428 12.4518
26.8115 3.68424 19.1186 -6.22382 -5.87763 -9.66567 12.9115
19.7121 0.941273 9.79089 -12.8523 1.98654 5.90537 14.2829
4.02491 7.72983 26.8433 -7.78199 0.673338 -2.05754 8.07752
2.03162 20.7389 -4.10462 0.0247917 8.595 21.9522 23.5748
6.81021 5.69187 15.7844 10.8761 -5.02937 2.60244 12.262
-3.24155 -1.98957 -7.27045 19.6551 4.85107 10.9933 23.0371
22.9442 6.24442 1.26088 4.49523 2.60355 2.93736 5.96772
10.4082 17.4752 19.8908 -13.2331 16.6461 4.46175 21.7282
33.1544 8.88162 8.61054 -13.6282 -0.539062 7.84786 15.7356
10.3685 7.16062 15.3032 -0.0534735 -0.346778 -4.30709 4.32136
7.14376 12.5466 3.72336 -1.17333 3.34193 -5.88975 6.87273
-0.563019 9.54983 6.87211 7.13608 6.0088 22.1147 24.0019
11.6744 20.3349 9.65975 7.68398 9.42693 2.21054 12.3611
4.58375 1.6726 -5.29959 0.133472 11.6303 23.1117 25.8734
10.4036 9.497 16.5126 -2.80457 2.06314 -6.91082 7.73832
8.65703 19.6657 16.1334 8.52353 41.3206 -9.14564 43.1705
11.1115 10.4947 34.2348 9.45504 -0.495806 -9.84793 13.6611
17.2654 8.23449 12.426 -8.31329 10.4995 11.847 17.8802
7.67304 21.9452 26.5655 7.89149 -1.57624 -2.61101 8.46035
21.0011 12.7016 -4.20584 5.23908 -3.81605 9.95976 11.8831
17.3164 10.9637 9.89758 -9.63805 13.2885 8.88719 18.667
16.7894 10.0947 20.1638 2.00698 -1.01643 6.86396 7.22323
18.7138 9.26355 7.34453 1.35606 -0.0319747 -2.50012 2.84438
20.6217 27.5508 -3.73262 8.00392 -7.05183 20.6448 23.2379
18.7781 22.3921 14.9884 0.785359 2.59014 1.53166 3.10992
21.4743 8.61131 20.9096 -1.54052 -0.479695 -4.90813 5.16653
9.20874 8.59167 14.3706 10.5312 -6.89848 -7.68614 14.7503
9.81049 12.2064 19.6982 1.72215 -2.36186 -0.0440261 2.92338
-4.32437 25.4063 5.40035 15.838 -16.4465 -10.808 25.2615
0.446773 6.41196 3.66749 -2.76575 26.4071 -33.1102 42.4414
16.4785 11.9388 6.76857 -14.0162 5.19425 12.5577 19.5225
5.60464 8.77989 15.4176 -11.9789 7.85166 -0.326594 14.3266
-2.79739 21.8035 15.3642 17.8016 13.6163 -5.77368 23.1438
20.7061 9.61153 27.3436 8.6949 6.37203 -4.79794 11.7993
16.6977 5.6439 -1.12332 -4.32782 -1.00716 5.30807 6.92243
28.7471 34.6674 28.7134 -17.6238 -11.7139 -6.47737 22.1307
23.0818 20.2585 23.0825 3.90121 12.1163 -0.449989 12.7368
8.75128 20.8352 11.0558 8.64555 4.49152 -3.30137 10.2868
7.40026 3.43845 25.0238 8.38003 -5.9115 -2.9876 10.6816
21.5974 27.4835 5.26943 6.56744 -9.5796 -8.71182 14.5188
29.9279 20.4003 12.5585 -7.04853 -5.2305 7.11223 11.2971
30.2466 22.1796 11.6078 -8.59754 6.07725 -1.79865 10.6811
15.5918 8.98543 20.4696 3.59801 6.28573 9.59307 12.0201
20.2507 16.8221 5.3724 0.708943 2.90784 4.84683 5.69648
16.1014 10.1796 16.9278 -6.59881 8.77197 -18.3545 21.3864
17.5463 -1.83952 22.8779 -2.24153 18.6172 9.73297 21.1271
14.4241 21.5704 -3.85095 -4.67728 -4.49115 10.1203 12.0194
24.4442 20.5366 -3.77113 -3.54636 -0.317062 13.4552 13.9183
16.2774 8.49583 15.1896 -7.67048 2.72322 -20.5794 22.1306
23.7795 3.05227 20.0827 6.14513 -1.33092 0.297282 6.29463
19.5097 35.2605 17.807 -10.2913 -36.5783 -10.1587 39.333
23.1247 19.3784 10.5264 8.10026 -23.9359 29.3744 38.7479
27.0891 18.9292 9.29747 -7.21765 -8.48792 6.3133 12.8061
17.1596 14.2416 -8.51868 -10.6787 -0.706135 12.2026 16.2307
11.2468 5.51633 9.00682 7.21751 -10.009 2.65262 12.6218
2.57646 6.97344 7.62467 26.3173 11.1 -9.82685 30.2056
9.60625 24.4827 5.69885 9.77494 1.85574 -9.87954 14.0214
22.2404 22.1095 6.49147 -5.05179 -1.68699 -1.26272 5.47367
3.15855 2.09612 8.70362 -5.56615 -7.85395 22.0034 24.017
16.9032 -14.7478 17.7499 -2.64363 20.3869 -8.42363 22.2165
24.4702 43.9852 7.79234 -11.2238 -22.84 1.03349 25.4698
7.80877 22.0816 11.6726 11.3607 7.81872 3.21203 14.1603
9.74319 4.64697 6.5423 -2.09219 3.77891 1.94392 4.73669
18.0101 7.82256 24.4344 2.53597 8.86487 1.03121 9.27796
19.57 -15.3158 16.3155 -7.84515 19.0301 -8.87477 22.4155
18.2218 10.3292 19.872 -7.77828 -5.29462 8.54284 12.7088
22.4739 6.74671 10.3826 -4.71657 10.4137 3.92579 12.0873
-6.16604 10.4257 16.4634 22.6683 9.22222 -2.21278 24.5723
-2.30051 21.9624 15.9303 18.9052 6.25516 -9.88977 22.2338
17.7091 -9.3981 32.9011 -8.00407 14.4617 -26.6278 31.3408
16.6392 16.885 -6.23884 -10.5047 -11.841 15.6122 22.2329
15.0766 30.2436 18.8567 -6.20009 -21.6334 -6.42408 23.4033
4.06165 7.63197 12.2704 2.79903 7.98204 -1.49923 8.59042
6.46937 12.6977 16.8019 -11.0185 14.9854 -7.55522 20.0761
-3.95046 21.3452 14.0861 20.4941 -14.1398 0.305924 24.9005
5.79941 16.8889 14.9295 1.16035 -6.1327 0.635355 6.27376
1.12578 9.60702 19.1215 5.28491 3.53775 -10.1566 11.9834
-1.93682 21.511 16.2993 5.63412 10.6123 8.41255 14.6675
9.81917 25.1197 19.5775 20.3685 2.04172 12.5093 23.9901
18.8831 22.0483 26.4647 -20.7837 12.055 -3.1971 24.2385
9.47585 13.547 32.8769 18.9467 -3.40194 -12.5447 22.9765
32.9955 3.03568 -5.53304 -25.8715 -4.0721 35.2567 43.9198
-5.04503 8.90809 -0.969635 8.36045 2.70553 7.27641 11.4089
35.3109 4.70007 6.30433 -12.3528 9.97696 14.1173 21.2469
20.0184 2.37429 10.6941 8.78709 -6.05407 5.89878 12.1926
9.51628 6.37463 4.81807 1.87198 10.3331 3.29505 11.0061
23.5939 8.69825 19.4058 -8.02816 -4.15696 -0.551759 9.05738
7.19268 9.6485 24.9735 8.89706 9.97531 -1.00379 13.4042
32.3129 8.83509 36.9466 -16.8199 8.78635 -16.248 24.9821
5.53043 17.3164 13.9785 -15.0483 -23.6117 1.9199 28.0651
14.2005 31.1422 18.4431 3.55121 -10.3575 -7.52674 13.2869
3.28347 19.6683 8.76772 -0.425974 -1.2412 -2.07834 2.45795
-6.97448 24.2301 33.498 13.3942 -13.4568 -23.264 30.0283
23.5437 19.4373 10.5085 8.10306 8.59118 21.1984 24.266
8.12533 15.357 20.8355 2.47125 3.43361 11.8077 12.5427
13.1342 8.13402 30.7552 5.37915 3.63879 -9.75474 11.7188
14.4249 18.3831 9.42171 0.791111 2.004 7.47869 7.78284
14.7915 45.0471 -3.97442 -4.10306 -34.5692 21.342 40.8331
8.87195 26.517 20.7219 -1.53952 -3.6481 6.56592 7.66747
13.2697 6.45326 17.2223 -29.9799 -11.2901 -45.2991 55.4822
18.9415 20.9357 15.5242 -3.03489 -0.945247 2.98967 4.36373
2.20816 8.88099 23.2213 1.42125 9.87297 4.02197 10.7551
22.9152 15.2014 4.05439 5.93096 0.564673 -8.37143 10.275
-0.0023506 5.62908 -4.26418 3.87421 13.4419 15.2584 20.7006
3.65146 29.4844 10.0743 -7.61064 -33.6036 1.54612 34.4893
9.4562 16.6454 15.4662 7.53478 -19.9395 -8.56111 22.9706
11.5558 20.974 8.88621 1.93554 9.68553 9.74238 13.8734
22.3398 7.29033 13.6185 -3.64513 15.9068 6.33046 17.5039
8.33519 9.3374 11.935 -14.1166 8.71246 3.75933 17.0093
5.20481 19.038 15.7016 -0.37343 -1.03985 5.97618 6.07746
-2.1189 -3.5727 7.20791 6.21733 10.3807 6.05936 13.5326
10.9792 5.06547 28.8652 9.7218 4.17835 -8.24934 13.4173
10.8088 30.7644 2.63242 1.71371 -9.79768 1.32814 10.0347
6.20769 15.334 19.1609 10.801 9.65504 11.9024 18.7496
0.846633 9.61458 5.73853 -6.69337 7.52008 6.91297 12.2124
4.76467 5.33236 1.85975 -3.57489 -8.64383 4.90804 10.5634
26.012 30.1893 7.30083 0.610229 -47.8112 10.8943 49.0405
7.75392 29.0261 2.10828 19.4069 -33.1365 3.43665 38.5548
19.3741 11.2624 29.8609 -8.79634 8.11143 -18.9408 22.4037
-4.84456 2.25797 -15.6786 9.35754 -1.56039 33.2289 34.5566
29.4191 11.0899 20.2125 -16.1602 7.58052 10.4067 20.6619
5.20462 15.8029 19.1857 2.87061 7.06532 0.89461 7.67851
10.1423 10.9772 8.85404 33.5609 4.11548 7.77143 34.6939
-1.21783 -17.0523 31.5595 5.67004 23.547 -8.91826 25.8098
5.62375 10.5485 6.81907 0.421998 -5.95911 1.73748 6.22156
16.2287 8.97331 10.8869 2.91116 7.87279 2.75493 8.83433
19.9004 12.2078 -3.35661 7.81854 -7.81815 8.6692 14.0502
9.78578 10.2023 9.57389 14.3403 7.17707 9.26449 18.5199
3.84176 6.85457 10.0986 -2.44084 2.19882 8.49553 9.10859
15.8038 6.63527 6.10155 3.06645 -1.48719 4.67284 5.78362
19.2686 15.2932 10.3256 -10.5868 -7.23091 2.47633 13.0575
12.8418 43.8924 7.78623 4.25905 -33.1178 8.66841 34.4974
3.62709 11.3832 4.09766 -5.14405 62.5785 65.4579 90.7043
-3.32297 23.9573 17.0393 7.38654 -3.03655 -3.38025 8.67223
29.1904 18.6344 -2.00065 -4.67665 -1.28376 5.54377 7.36563
10.3274 15.3715 17.6521 32.5887 -13.7263 -11.7203 37.2531
4.58741 8.2727 5.19086 11.9576 -9.38398 15.1368 21.4515
6.41913 17.872 29.4567 26.5788 -8.92203 -11.8413 30.4344
-19.5904 -2.31592 16.8556 41.2184 7.08919 -8.85693 42.7512
-6.3218 4.10252 22.9013 14.7352 2.31309 -0.0177952 14.9157
14.3411 9.77989 20.0501 -0.827033 7.96183 -1.86218 8.21842
19.5768 18.9913 2.62669 -14.3943 -9.6132 -1.47755 17.3722
3.25112 6.91555 20.8945 6.07728 -1.4547 -0.483026 6.2676
5.15364 0.331436 -4.40282 -10.3873 -1.72624 47.6223 48.7726
-17.1447 31.6294 0.779128 23.117 -6.16888 2.8432 24.0943
-0.377462 17.3028 7.32341 9.48559 2.25786 15.0064 17.8959
31.609 18.1994 14.4706 -9.25255 -7.51313 -11.3852 16.4827
5.62644 23.9784 4.93347 -3.43258 -1.24368 1.43502 3.92283
9.11864 24.9671 4.33846 10.4487 3.96991 6.19564 12.7797
14.0186 20.5698 16.9709 -7.8084 16.068 -10.6111 20.7785
23.783 -6.13997 22.227 4.68034 23.1575 9.62453 25.511
4.88021 26.546 18.2651 0.275743 -0.3386 0.0999475 0.447966
29.8479 10.9542 3.73458 -20.3665 9.83054 -4.53774 23.0657
32.1365 17.3667 10.8192 -25.2715 12.4456 4.24098 28.4873
11.8901 7.75275 16.836 -0.822211 -0.135057 -6.32357 6.37823
24.7756 16.9172 -4.80591 1.68809 -8.64438 10.3447 13.5863
-3.81738 14.6947 4.55732 7.48153 -4.79823 -1.57945 9.02724
26.4648 6.93542 17.3085 -16.9844 11.3781 -5.63298 21.2052
11.3237 7.70044 16.8173 15.9669 8.99817 -9.73882 20.7546
19.1814 25.065 22.9881 -0.632161 4.57389 5.23675 6.98167
13.3707 17.7601 18.6315 -1.60475 -8.56604 -9.88959 13.1817
23.3784 6.28464 23.7933 8.31887 -2.01182 3.99256 9.44413
8.93982 7.68485 12.8631 23.7415 9.51445 -2.85183 25.7355
25.0305 -5.50765 30.3192 -6.47173 14.2398 -11.9455 19.6812
6.05552 9.41552 13.7253 -9.92324 10.7353 -0.758153 14.6387
3.5964 14.5669 19.0413 -1.79039 15.2282 -11.7742 19.3322
7.03327 14.5089 16.4956 -4.77628 2.98361 -8.9657 10.5877
18.6741 11.628 22.343 -8.91238 2.62734 -3.25758 9.84608
24.3618 20.4242 16.5441 0.754583 -26.4215 -6.73509 27.2768
14.4424 -18.4444 5.0633 -4.7739 50.5607 -6.85676 51.2464
22.1876 25.7245 18.3442 6.04288 -2.89072 0.393047 6.71023
7.64675 10.2847 15.1797 -1.83993 1.2533 -5.68318 6.10365
-5.66732 28.6921 21.8899 11.1539 -6.41204 2.78599 13.1638
23.0067 19.8981 27.683 5.10002 10.5449 -6.83122 13.5599
6.35257 29.6796 14.2171 -12.0066 -20.6497 1.10108 23.912
-19.9992 31.3495 9.96888 36.6588 -11.0559 1.71059 38.3279
9.77176 27.3159 6.76675 9.71635 -16.672 -10.1856 21.8199
8.53018 11.3924 16.655 -12.6638 3.88233 -9.11341 16.0779
6.27177 17.4481 15.8702 -11.9814 -5.16522 6.91705 14.7675
18.8061 -1.87596 3.57422 -11.25 19.3143 -3.49423 22.6233
29.9204 15.0289 -5.67561 -30.3004 -5.57454 25.953 40.2833
10.7367 2.93257 4.10143 6.16821 -5.80683 -7.20298 11.1198
28.661 6.54437 23.4846 -7.8499 -10.6603 2.01797 13.3916
4.00737 15.8183 -2.79654 1.06882 -5.32446 4.89136 7.30874
20.3103 23.1319 -7.13178 -9.80066 -16.205 9.99105 21.4121
-5.86956 4.74369 -2.59188 39.262 -9.36892 7.10541 40.9849
16.659 25.1514 7.10909 -3.46061 7.39871 23.3698 24.7561
11.5364 32.0552 9.40942 8.9604 -14.5932 11.9943 20.9073
8.12488 24.2744 18.6108 11.3357 -14.7289 -16.4338 24.8094
24.5546 21.4212 16.6674 18.3655 -14.3082 -4.42964 23.6989
6.52993 -0.243348 9.3631 -1.84412 2.58343 6.31534 7.06813
0.404712 5.38009 17.4126 -7.93538 -12.2729 -27.3747 31.0317
24.8961 5.9189 3.56385 -0.910558 -0.223376 -7.96005 8.01508
